CustID,Txns,Stores,AvgTxnValue,AvgTxnSize,AvgItems,MoB,PchActiveMths,PromoSales,Gender,HHOwn,HHType,HHSize,Age,Distance,Sales
CUST8167,10,5,111.85,4.53,0.18,19,2,4,F,Owned,Apartment,3,29,2.7517,1214.26
CUST8168,11,3,106.40,3.44,0.55,16,2,11,M,Owned,Apartment,5,35,5.8054,888.74
CUST8169,6,4,183.55,5.48,1.00,18,3,3,F,Owned,Apartment,5,45,1.7035,1104.24
CUST817,6,4,190.70,7.62,1.88,16,5,2,M,Rented,Apartment,1,24,6.5541,928.26
CUST8170,8,8,140.00,3.44,0.70,22,4,2,F,Owned,Apartment,2,32,2.8608,1543.08
CUST8171,13,12,121.85,3.33,2.09,17,9,5,F,Rented,Apartment,1,33,5.1405,1007.93
CUST8172,10,5,109.80,3.43,0.98,27,7,5,M,Rented,Apartment,3,47,0.2585,2239.06
CUST8173,14,10,121.90,4.41,1.80,15,11,8,F,Rented,Flat,3,24,3.2994,859.33
CUST8174,9,4,151.30,7.32,4.47,17,5,6,M,Rented,Flat,1,28,2.0241,1028.57
CUST8175,7,7,128.45,6.96,0.71,16,3,2,M,Rented,Apartment,2,44,4.9161,907.51
CUST8176,8,6,239.65,6.86,2.14,14,1,1,F,Owned,Apartment,2,45,5.1473,755.97
CUST8177,12,1,85.35,2.80,0.05,21,9,6,M,Rented,Apartment,3,37,6.6247,1385.32
CUST8178,10,8,118.85,4.19,1.35,17,9,6,F,Rented,Flat,3,28,8.4143,1017.12
CUST8179,8,2,206.10,10.17,1.80,20,7,8,F,Owned,Apartment,5,34,2.4132,1333.94
CUST818,6,3,153.40,4.33,1.82,15,2,6,F,Rented,Apartment,3,32,4.8750,824.94
CUST8180,16,12,155.35,4.38,0.47,14,6,16,F,Rented,Apartment,3,30,3.3256,805.49
CUST8181,9,4,180.50,7.25,0.28,20,8,4,F,Rented,Apartment,2,31,4.2100,1318.44
CUST8182,11,1,118.75,4.57,1.72,16,1,6,F,Rented,Flat,4,34,8.2274,933.82
CUST8183,7,7,152.80,4.93,1.12,17,2,5,F,Rented,Apartment,3,43,4.2958,964.95
CUST8184,7,6,215.20,4.94,2.35,21,2,7,M,Rented,Apartment,3,29,13.7684,1467.30
CUST8185,13,1,75.40,5.61,0.79,13,11,10,F,Rented,Apartment,2,31,0.8390,693.72
CUST8186,9,2,165.20,5.21,4.61,21,4,5,F,Owned,Apartment,2,34,10.5600,1443.82
CUST8187,12,5,84.35,2.27,0.72,12,6,9,F,Owned,Apartment,4,33,4.8165,607.59
CUST8188,7,4,178.00,10.47,8.98,16,1,2,F,Rented,Apartment,3,36,2.2090,960.48
CUST8189,12,6,75.00,3.01,2.22,14,5,6,F,Rented,Apartment,4,31,2.9918,764.22
CUST819,8,6,262.05,10.13,7.78,16,1,7,F,Rented,Apartment,3,31,4.3475,917.66
CUST8190,8,6,108.55,3.54,1.33,18,7,4,M,Rented,Apartment,3,36,6.3630,1096.05
CUST8191,9,3,171.00,8.61,4.53,15,1,7,M,Rented,Apartment,2,31,7.5637,859.56
CUST8192,13,10,69.20,4.70,2.13,20,10,11,F,Owned,Apartment,3,36,4.2111,1306.42
CUST8193,11,3,119.60,2.28,0.06,14,6,5,F,Owned,Flat,4,31,2.2301,787.54
CUST8194,13,3,65.20,7.06,5.20,14,1,8,F,Owned,Flat,3,26,9.3541,756.70
CUST8195,7,3,213.65,7.45,5.05,15,7,1,M,Rented,Apartment,3,29,2.9899,861.86
CUST8196,5,1,175.15,7.25,4.64,19,2,1,F,Rented,Apartment,3,34,0.3782,1250.01
CUST8197,10,6,152.80,4.48,0.91,16,7,8,M,Owned,Flat,2,29,10.2191,935.15
CUST8198,13,13,92.85,6.47,3.95,12,7,6,F,Owned,Apartment,1,34,5.7189,614.92
CUST8199,4,4,179.20,4.86,2.96,15,4,4,M,Rented,Apartment,2,33,1.4602,821.46
CUST82,7,3,197.55,3.87,1.30,16,7,4,M,Owned,Flat,4,46,6.4019,920.58
CUST820,13,7,138.25,4.13,0.41,15,12,5,M,Rented,Apartment,1,36,2.4535,793.20
CUST8200,8,6,226.55,9.50,1.98,23,2,2,M,Owned,Apartment,1,30,5.4469,1689.69
CUST8201,10,8,116.95,6.48,5.66,16,3,10,M,Rented,Apartment,3,47,14.5681,928.14
CUST8202,8,1,117.95,7.94,2.91,22,8,6,F,Rented,Apartment,4,33,9.0438,1582.82
CUST8203,8,4,223.00,3.36,0.99,20,6,3,F,Rented,Apartment,3,40,4.1356,1303.40
CUST8204,11,8,31.50,2.84,1.62,13,11,8,F,Rented,Flat,3,26,9.5317,673.20
CUST8205,7,6,176.20,3.19,0.17,15,3,1,F,Owned,Flat,2,37,5.0234,844.00
CUST8206,11,6,86.95,3.53,2.11,14,11,5,F,Rented,Apartment,3,39,1.8741,793.34
CUST8207,10,6,93.90,6.00,1.77,19,3,4,M,Owned,Apartment,3,38,1.6252,1183.74
CUST8208,11,2,122.00,5.09,4.61,18,3,1,M,Owned,Apartment,1,37,6.7259,1100.82
CUST8209,13,10,154.45,7.52,2.17,17,2,1,F,Rented,Apartment,1,41,3.9440,1005.68
CUST821,8,1,192.65,8.93,3.66,15,7,7,F,Owned,Flat,1,31,2.1086,850.54
CUST8210,11,4,100.85,3.14,2.08,13,10,10,F,Rented,Apartment,1,25,3.4831,707.25
CUST8211,6,6,143.95,8.24,0.81,17,3,1,M,Owned,Apartment,2,34,4.2451,1035.57
CUST8212,8,2,137.80,0.93,0.64,14,7,6,F,Rented,Apartment,5,27,6.9278,740.74
CUST8213,10,3,137.35,5.11,4.15,14,2,9,F,Rented,Flat,2,31,4.5454,710.42
CUST8214,14,12,123.15,4.05,2.18,14,5,8,F,Rented,Apartment,4,28,3.5599,752.15
CUST8215,9,8,188.05,5.44,1.06,13,5,9,F,Rented,Apartment,3,28,6.3708,672.96
CUST8216,10,1,64.50,4.56,1.22,15,9,1,F,Rented,Apartment,3,29,9.5508,823.56
CUST8217,17,3,88.20,5.04,1.09,14,8,3,M,Rented,Flat,3,33,8.5821,758.27
CUST8218,9,1,194.40,6.21,5.86,17,7,8,F,Owned,Apartment,4,33,7.7818,1051.18
CUST8219,12,12,102.00,3.16,2.74,20,7,2,M,Owned,Apartment,4,31,2.2872,1334.62
CUST822,8,3,134.35,6.45,5.98,27,1,6,F,Owned,Apartment,2,31,1.1564,2207.32
CUST8220,7,7,185.20,5.55,4.28,15,6,6,F,Rented,Apartment,4,31,0.6797,865.00
CUST8221,6,3,175.20,5.18,4.68,17,3,1,F,Owned,Apartment,2,27,1.1728,1064.58
CUST8222,11,9,145.55,5.97,2.77,20,11,9,F,Owned,Apartment,2,33,3.8100,1331.51
CUST8223,7,4,162.60,9.11,5.86,15,1,7,M,Owned,Flat,4,29,4.8730,833.56
CUST8224,10,1,106.30,4.13,0.45,19,6,10,F,Owned,Apartment,3,40,1.9040,1225.59
CUST8225,6,3,73.10,6.04,3.46,13,5,5,M,Owned,Flat,2,37,6.5536,687.25
CUST8226,7,2,122.45,5.33,1.88,14,4,2,F,Owned,Flat,1,51,5.5995,786.59
CUST8227,13,7,82.10,2.24,0.70,16,12,3,F,Rented,Flat,3,42,1.4786,944.61
CUST8228,11,3,65.05,2.85,0.27,16,4,4,F,Rented,Apartment,2,30,3.5323,925.31
CUST8229,12,8,137.70,4.03,3.35,18,4,3,F,Rented,Apartment,2,29,10.4792,1155.66
CUST823,7,6,186.25,5.84,4.86,16,2,5,F,Rented,Apartment,6,30,6.8422,898.43
CUST8230,7,4,138.05,3.96,1.66,19,6,3,M,Rented,Flat,1,35,5.0823,1210.98
CUST8231,16,16,140.30,4.10,2.58,14,4,4,M,Rented,Apartment,3,32,6.7976,739.77
CUST8232,5,5,133.25,5.09,3.73,14,2,2,M,Rented,Apartment,3,40,11.5170,767.75
CUST8233,9,6,186.55,9.95,2.76,25,2,4,M,Rented,Apartment,3,42,7.5497,1940.58
CUST8234,6,5,174.40,2.70,1.31,18,1,4,F,Owned,Apartment,3,33,4.5671,1161.65
CUST8235,11,11,111.70,4.67,1.19,18,5,2,F,Rented,Flat,3,24,4.4677,1109.30
CUST8236,9,8,176.35,8.39,7.29,22,8,1,M,Owned,Apartment,2,35,2.1559,1559.73
CUST8237,4,2,216.05,8.26,0.20,16,3,3,F,Rented,Flat,2,25,3.4456,903.28
CUST8238,7,1,165.25,8.36,4.10,16,5,4,F,Rented,Apartment,2,47,3.1991,966.50
CUST8239,9,2,129.55,10.40,4.78,15,3,9,M,Owned,Apartment,4,45,2.4032,865.12
CUST824,10,4,61.75,3.07,2.47,15,2,6,F,Rented,Apartment,2,33,2.3325,859.83
CUST8240,6,2,145.10,7.01,4.20,16,1,2,F,Owned,Flat,4,28,1.1489,872.22
CUST8241,5,2,194.05,7.38,4.91,20,5,1,M,Rented,Apartment,3,34,2.5772,1314.54
CUST8242,11,3,43.50,3.22,2.36,23,8,2,M,Rented,Apartment,2,40,9.8909,1622.55
CUST8243,13,13,91.70,8.72,0.73,23,1,5,F,Rented,Flat,2,44,11.6478,1581.36
CUST8244,12,10,89.65,3.14,1.10,18,10,12,M,Rented,Flat,3,30,13.4745,1046.51
CUST8245,11,10,54.40,3.47,2.83,14,2,9,M,Owned,Apartment,2,41,0.7103,822.88
CUST8246,7,6,264.15,7.75,0.17,17,3,6,F,Owned,Flat,3,25,1.2192,1009.57
CUST8247,14,5,70.35,5.31,2.19,16,3,11,F,Owned,Flat,4,34,10.8968,913.36
CUST8248,10,1,8.70,5.82,4.53,13,2,2,F,Owned,Apartment,3,34,8.0600,650.48
CUST8249,7,6,169.60,1.99,0.12,21,4,3,F,Owned,Flat,2,36,4.4946,1451.41
CUST825,7,3,89.05,7.34,1.11,14,2,3,M,Owned,Apartment,3,44,1.1445,720.28
CUST8250,7,2,218.45,3.22,0.13,15,7,5,M,Owned,Flat,3,43,4.0709,851.13
CUST8251,8,3,256.65,10.96,0.75,23,6,7,F,Rented,Flat,1,41,2.4793,1681.13
CUST8252,16,15,67.20,5.43,1.74,15,10,11,F,Owned,Flat,3,27,6.8346,838.11
CUST8253,10,4,128.90,2.89,0.20,21,5,8,M,Rented,Flat,1,33,1.6764,1419.21
CUST8254,11,1,101.65,4.08,3.80,14,2,9,M,Owned,Apartment,2,28,7.4322,719.17
CUST8255,9,6,168.80,12.46,9.47,17,9,4,F,Rented,Apartment,2,30,9.6394,1024.35
CUST8256,4,4,222.20,5.67,4.96,17,2,3,F,Rented,Apartment,1,27,2.2579,1011.34
CUST8257,11,4,114.80,5.41,2.32,17,3,2,M,Rented,Apartment,2,27,7.1732,976.21
CUST8258,12,10,71.05,2.68,0.57,14,3,4,M,Rented,Apartment,3,41,7.0419,789.10
CUST8259,9,7,140.70,7.45,0.25,20,3,1,F,Owned,Apartment,3,28,2.3440,1330.53
CUST826,8,5,145.45,7.50,1.14,13,2,4,F,Owned,Apartment,7,28,1.1784,680.45
CUST8260,11,8,132.25,0.28,0.55,20,2,9,M,Owned,Apartment,2,32,4.4187,1315.42
CUST8261,10,8,95.35,5.93,3.79,16,7,1,M,Rented,Apartment,3,43,3.1652,945.51
CUST8262,9,2,124.50,7.37,4.56,21,2,7,F,Owned,Apartment,3,37,9.3429,1405.90
CUST8263,8,8,227.00,7.70,4.43,15,8,2,F,Owned,Flat,3,32,8.1592,867.21
CUST8264,4,4,205.05,8.30,5.95,15,2,3,F,Rented,Apartment,2,40,4.7645,857.21
CUST8265,8,3,218.95,6.44,2.85,16,8,7,F,Owned,Apartment,2,29,0.7163,930.02
CUST8266,8,7,230.70,9.33,7.58,17,8,5,M,Rented,Apartment,4,29,3.3704,1026.42
CUST8267,7,3,242.40,10.38,9.24,15,2,6,F,Rented,Apartment,2,28,8.9230,872.39
CUST8268,10,8,91.05,3.23,0.79,15,8,8,M,Owned,Flat,1,31,2.9010,845.60
CUST8269,8,5,230.95,10.29,4.18,31,4,2,M,Owned,Apartment,1,31,2.9667,2837.80
CUST827,12,1,87.45,7.16,2.78,13,11,8,M,Owned,Apartment,1,30,3.6411,660.38
CUST8270,7,1,183.20,13.14,6.78,19,7,5,F,Rented,Apartment,2,28,6.4550,1277.48
CUST8271,10,8,49.40,0.95,0.85,15,5,6,F,Rented,Apartment,1,34,8.6308,832.15
CUST8272,13,9,91.65,5.50,0.95,28,10,13,F,Owned,Flat,3,32,5.0755,2323.81
CUST8273,12,6,120.95,4.30,1.87,15,1,8,F,Rented,Apartment,5,35,6.0363,820.38
CUST8274,8,5,110.80,8.15,6.52,19,1,8,F,Rented,Apartment,4,30,0.4854,1216.51
CUST8275,7,5,222.05,6.37,5.11,20,7,7,F,Rented,Apartment,1,40,4.4402,1293.74
CUST8276,5,4,204.55,4.53,0.51,17,3,1,F,Rented,Apartment,1,34,2.1048,1039.97
CUST8277,14,8,125.60,2.93,0.04,16,1,4,F,Rented,Apartment,2,34,3.1265,911.35
CUST8278,8,2,275.15,4.60,1.15,13,2,4,F,Owned,Flat,2,27,1.4466,664.28
CUST8279,10,1,155.45,3.37,0.11,20,7,8,F,Rented,Flat,2,24,9.6133,1313.36
CUST828,8,5,125.60,5.53,2.30,13,1,1,F,Rented,Apartment,1,28,16.7401,678.08
CUST8280,9,1,141.75,4.41,2.17,13,2,9,F,Owned,Apartment,5,29,0.5262,677.97
CUST8281,4,4,167.20,6.61,5.72,16,2,3,F,Rented,Apartment,2,28,1.9034,959.62
CUST8282,8,5,195.90,5.80,1.84,17,8,2,M,Owned,Apartment,1,31,1.4429,1041.70
CUST8283,6,5,192.15,10.66,6.68,17,6,5,F,Rented,Flat,2,41,5.8933,1007.23
CUST8284,12,4,127.70,4.52,0.31,21,4,6,F,Owned,Apartment,1,34,7.3916,1489.94
CUST8285,7,5,183.05,8.59,3.41,14,5,4,M,Owned,Apartment,3,42,3.5438,759.92
CUST8286,12,4,111.15,5.05,3.37,16,9,3,F,Rented,Apartment,3,32,4.2069,928.94
CUST8287,9,7,171.60,8.54,7.63,15,9,5,M,Owned,Apartment,4,31,4.1113,885.44
CUST8288,9,8,210.40,5.89,4.49,17,6,4,F,Rented,Flat,1,39,3.9360,993.17
CUST8289,7,7,181.35,9.38,0.86,18,1,3,F,Rented,Apartment,2,29,1.7117,1119.57
CUST829,13,9,107.35,6.23,0.77,17,1,4,M,Rented,Apartment,6,39,3.5060,989.71
CUST8290,4,4,245.30,2.99,0.23,24,2,4,F,Owned,Apartment,3,36,3.6908,1809.21
CUST8291,9,8,200.70,5.47,4.41,15,4,6,M,Rented,Apartment,3,33,6.3051,872.65
CUST8292,13,1,71.20,2.77,0.09,20,3,6,M,Owned,Apartment,7,41,3.9212,1335.08
CUST8293,16,2,82.35,6.65,3.62,15,11,11,M,Rented,Apartment,7,33,7.3381,820.22
CUST8294,9,1,269.80,5.26,0.98,15,1,2,M,Rented,Apartment,4,36,9.5450,832.96
CUST8295,6,6,253.95,4.29,3.60,14,6,5,M,Rented,Apartment,2,33,6.8847,785.30
CUST8296,6,3,137.75,7.91,6.25,17,3,5,F,Rented,Apartment,3,42,4.1691,1030.38
CUST8297,9,5,153.75,6.75,0.53,16,7,1,M,Rented,Apartment,2,26,0.8736,960.12
CUST8298,12,5,112.35,3.12,0.79,15,11,4,F,Rented,Apartment,2,25,1.0140,828.55
CUST8299,6,4,170.50,7.15,0.61,15,5,2,F,Rented,Flat,3,33,12.4913,862.02
CUST83,8,8,161.05,6.58,2.18,15,5,4,M,Rented,Flat,3,54,4.2073,844.16
CUST830,7,2,192.00,11.31,6.17,21,7,7,F,Rented,Flat,6,27,6.6321,1393.82
CUST8300,10,6,151.30,2.62,1.77,14,1,5,F,Owned,Apartment,2,27,8.1847,763.48
CUST8301,9,8,219.40,3.39,2.16,13,7,6,F,Owned,Apartment,1,35,2.9496,721.65
CUST8302,8,6,166.55,7.80,0.55,20,8,1,F,Owned,Apartment,5,32,2.8078,1337.17
CUST8303,8,4,107.70,8.74,0.70,22,2,1,M,Owned,Flat,1,26,6.3390,1559.85
CUST8304,10,8,135.85,6.50,0.63,17,10,3,F,Rented,Apartment,2,27,7.5875,1036.06
CUST8305,11,4,147.95,5.91,2.61,19,1,8,M,Rented,Apartment,3,28,3.3800,1239.16
CUST8306,11,5,59.20,5.39,4.97,17,1,8,F,Owned,Flat,1,42,5.0960,1024.87
CUST8307,9,1,267.40,3.60,2.38,18,9,2,F,Owned,Apartment,3,33,4.1263,1130.11
CUST8308,6,1,64.25,12.79,0.28,16,5,3,M,Rented,Flat,3,26,3.8727,958.81
CUST8309,12,12,136.75,4.26,0.32,19,12,5,M,Rented,Apartment,3,29,3.6552,1178.38
CUST831,16,2,130.15,6.79,1.41,15,7,5,F,Rented,Flat,1,31,0.8282,879.14
CUST8310,6,1,239.90,11.44,0.64,16,2,6,F,Owned,Apartment,4,26,0.5685,901.10
CUST8311,8,1,196.70,9.22,5.51,16,8,5,M,Owned,Apartment,5,28,7.9514,981.62
CUST8312,10,10,142.55,1.16,0.76,16,8,5,M,Rented,Apartment,4,23,2.3746,918.31
CUST8313,16,3,94.05,4.93,1.63,17,12,11,F,Rented,Flat,2,32,2.8823,958.71
CUST8314,6,3,193.55,6.45,2.69,26,1,6,F,Rented,Apartment,2,35,1.7454,2057.06
CUST8315,9,9,171.40,7.32,3.13,13,4,6,M,Owned,Apartment,5,34,2.9889,715.88
CUST8316,14,10,67.65,3.93,2.32,13,2,12,F,Rented,Apartment,3,32,4.2654,665.67
CUST8317,15,14,51.45,7.80,5.34,13,12,7,F,Rented,Apartment,3,34,8.8877,652.71
CUST8318,13,10,109.45,4.36,0.72,15,5,8,M,Rented,Flat,5,28,6.3700,817.46
CUST8319,8,7,220.45,10.24,2.32,15,6,8,F,Rented,Apartment,3,33,2.0171,838.50
CUST832,11,11,132.00,2.38,1.86,15,4,4,M,Owned,Apartment,1,51,3.6436,780.13
CUST8320,6,2,198.70,8.12,1.98,18,3,4,F,Rented,Flat,4,35,7.8426,1134.89
CUST8321,9,3,111.35,6.62,4.06,24,6,8,M,Rented,Apartment,5,32,4.0803,1801.98
CUST8322,6,4,172.50,6.04,5.07,19,6,3,F,Owned,Flat,1,28,1.3166,1210.56
CUST8323,6,3,192.25,5.94,3.97,16,3,2,F,Rented,Flat,4,29,2.1088,916.68
CUST8324,5,1,166.15,7.54,6.39,18,4,4,F,Rented,Apartment,1,30,0.2664,1142.21
CUST8325,10,1,93.35,4.39,2.97,14,2,9,F,Rented,Apartment,4,31,0.1827,798.01
CUST8326,13,11,141.25,6.34,1.24,23,2,10,M,Rented,Flat,3,31,3.5846,1703.20
CUST8327,11,9,94.35,5.38,2.64,24,4,2,M,Owned,Apartment,3,32,7.0390,1825.15
CUST8328,6,5,125.60,2.92,0.12,18,1,3,M,Rented,Apartment,2,33,6.0545,1119.86
CUST8329,9,4,249.90,10.12,5.01,24,5,7,M,Owned,Apartment,7,44,1.3970,1841.03
CUST833,6,6,309.80,4.35,1.48,16,1,5,M,Rented,Flat,2,31,3.3606,904.82
CUST8330,10,4,72.25,5.08,4.71,28,3,6,M,Owned,Apartment,2,29,2.4164,2384.42
CUST8331,9,1,185.95,4.04,0.90,17,1,7,F,Rented,Apartment,6,29,8.0785,994.20
CUST8332,15,5,83.50,3.01,2.27,14,2,7,M,Owned,Apartment,1,32,4.9539,730.46
CUST8333,8,5,220.00,15.76,11.47,15,3,4,M,Rented,Apartment,2,32,1.4111,870.90
CUST8334,10,1,101.70,4.86,3.70,21,6,10,M,Owned,Apartment,3,35,17.0168,1392.90
CUST8335,17,8,97.95,5.59,4.64,15,1,8,F,Rented,Apartment,1,30,3.9798,801.41
CUST8336,5,5,178.75,6.84,4.44,23,5,3,M,Owned,Apartment,5,32,1.3651,1703.64
CUST8337,9,9,218.05,6.77,5.71,16,2,3,F,Rented,Flat,2,28,3.9844,934.85
CUST8338,6,4,126.15,1.11,0.79,15,6,5,M,Rented,Apartment,3,30,2.7021,841.57
CUST8339,13,10,68.50,1.31,0.81,26,11,2,F,Rented,Apartment,4,33,2.3097,2066.98
CUST834,10,9,94.50,2.56,1.20,15,5,5,M,Rented,Apartment,3,35,2.7979,841.90
CUST8340,10,9,134.25,5.13,1.03,16,10,7,F,Rented,Apartment,3,32,10.1014,868.94
CUST8341,9,6,146.20,7.28,0.38,13,2,4,M,Owned,Flat,1,39,1.0643,710.33
CUST8342,6,2,183.50,6.14,4.55,17,5,4,M,Rented,Apartment,5,41,15.5115,1033.01
CUST8343,9,5,237.15,12.46,11.87,24,4,2,F,Owned,Apartment,2,30,7.8141,1791.28
CUST8344,10,1,69.00,4.97,2.49,15,7,10,F,Owned,Apartment,4,41,11.3584,823.86
CUST8345,11,11,129.90,5.05,0.16,15,5,6,F,Rented,Flat,3,34,10.7869,863.54
CUST8346,9,4,174.50,5.81,1.04,15,4,4,M,Rented,Apartment,3,29,5.8744,858.52
CUST8347,5,1,191.95,9.50,1.45,17,2,1,F,Rented,Apartment,4,31,5.7697,996.54
CUST8348,8,8,166.10,9.26,3.51,15,7,5,F,Rented,Apartment,3,32,1.2493,845.68
CUST8349,6,4,197.95,8.45,2.01,15,3,3,F,Rented,Apartment,2,39,5.1305,887.91
CUST835,11,5,112.50,4.02,2.35,15,5,11,F,Owned,Flat,2,43,10.6380,835.22
CUST8350,9,4,205.40,6.03,2.14,23,2,8,M,Rented,Apartment,3,32,2.0935,1687.94
CUST8351,11,3,57.15,5.21,2.29,15,3,7,F,Owned,Flat,2,33,3.5808,814.51
CUST8352,6,2,159.25,14.79,10.89,13,6,3,F,Owned,Apartment,4,28,15.7247,704.00
CUST8353,9,7,150.60,7.79,4.79,19,7,7,F,Owned,Apartment,1,32,4.3728,1213.57
CUST8354,9,1,154.25,4.73,0.29,24,2,1,F,Rented,Apartment,3,23,2.9298,1835.44
CUST8355,6,1,139.50,3.96,1.36,15,3,2,F,Rented,Apartment,4,31,7.7885,836.98
CUST8356,9,7,187.50,9.86,5.71,20,9,4,F,Rented,Apartment,5,24,8.5113,1360.19
CUST8357,9,1,234.60,8.74,1.67,28,3,2,F,Owned,Apartment,3,33,7.9434,2394.81
CUST8358,7,1,176.30,9.51,5.32,15,4,2,M,Rented,Apartment,2,32,2.9952,826.58
CUST8359,10,6,130.70,6.13,1.57,16,10,9,F,Rented,Apartment,3,26,7.8657,989.80
CUST836,9,1,170.70,5.79,0.22,20,7,8,M,Owned,Apartment,3,30,3.9014,1347.20
CUST8360,8,2,143.30,7.74,2.32,21,4,8,M,Rented,Apartment,2,27,0.3088,1469.39
CUST8361,10,4,103.45,5.89,0.31,16,9,2,F,Rented,Apartment,4,29,0.2860,920.61
CUST8362,11,4,99.10,3.08,2.21,13,5,11,F,Rented,Apartment,2,28,2.3390,718.62
CUST8363,12,11,118.30,4.02,1.34,17,4,5,F,Rented,Flat,2,26,15.2674,1008.28
CUST8364,15,11,124.15,2.30,1.25,18,4,13,F,Rented,Flat,4,37,3.3212,1123.32
CUST8365,11,3,85.35,5.38,2.91,16,7,3,M,Rented,Flat,4,41,2.7043,938.52
CUST8366,8,6,186.70,6.22,1.69,15,6,8,M,Owned,Flat,3,32,3.4230,815.35
CUST8367,9,3,178.20,8.98,5.55,15,4,2,M,Rented,Apartment,3,34,4.6503,824.15
CUST8368,8,6,125.85,5.05,4.38,14,7,5,F,Rented,Apartment,3,36,4.2512,782.68
CUST8369,14,6,160.70,3.84,1.84,15,6,7,F,Rented,Flat,3,39,10.6025,836.24
CUST837,11,8,81.95,4.49,1.79,12,11,7,F,Owned,Apartment,3,38,3.4820,631.00
CUST8370,10,6,109.65,1.92,0.68,19,7,9,F,Owned,Apartment,4,38,0.7842,1215.00
CUST8371,12,6,89.20,1.50,0.08,27,3,6,M,Rented,Apartment,1,31,5.7865,2255.28
CUST8372,13,13,72.00,2.38,0.82,20,1,6,F,Rented,Apartment,4,34,1.0070,1337.03
CUST8373,5,3,134.25,5.95,0.13,18,4,5,M,Owned,Apartment,5,40,9.7047,1114.69
CUST8374,8,8,300.35,4.35,2.06,14,5,4,F,Rented,Flat,3,30,0.9437,768.72
CUST8375,12,7,109.95,3.23,0.50,22,6,3,F,Rented,Flat,4,32,4.1206,1506.46
CUST8376,11,1,135.80,2.37,1.54,13,3,5,M,Rented,Flat,1,36,9.3580,666.85
CUST8377,6,1,132.45,6.87,4.95,16,1,5,M,Rented,Apartment,2,28,6.2826,891.10
CUST8378,8,5,153.10,10.33,4.33,14,7,7,F,Owned,Apartment,3,29,2.3784,724.56
CUST8379,9,7,163.55,3.73,1.35,16,4,5,M,Owned,Apartment,1,38,3.3083,967.53
CUST838,9,9,203.50,4.62,0.07,16,2,1,F,Owned,Flat,2,32,9.2758,916.76
CUST8380,9,6,222.90,3.73,1.83,19,8,6,M,Owned,Apartment,2,33,9.3414,1180.35
CUST8381,10,5,90.70,8.37,2.65,12,3,10,F,Rented,Apartment,6,41,9.6950,566.53
CUST8382,10,7,71.70,2.77,1.90,16,10,6,F,Owned,Apartment,3,25,0.0000,1797.05
CUST8383,5,5,235.10,8.57,7.46,15,5,3,F,Rented,Apartment,2,27,3.5159,904.82
CUST8384,7,3,181.50,10.09,4.06,19,2,2,M,Owned,Apartment,3,37,5.9363,1238.20
CUST8385,6,5,180.00,5.97,0.86,21,1,6,M,Owned,Apartment,3,24,6.1928,1464.74
CUST8386,6,2,209.80,7.67,2.47,16,5,4,F,Rented,Apartment,1,34,2.3372,926.88
CUST8387,7,7,134.15,6.93,3.95,16,2,6,M,Rented,Apartment,3,31,5.7542,941.13
CUST8388,5,2,184.45,9.88,5.04,19,2,3,M,Rented,Apartment,3,32,9.3534,1231.88
CUST8389,3,3,208.00,3.85,1.17,16,2,1,M,Owned,Apartment,3,34,1.1927,977.90
CUST839,9,3,195.50,7.91,3.40,18,3,4,F,Rented,Apartment,2,33,1.0988,1120.26
CUST8390,9,5,161.00,7.43,1.99,16,3,8,M,Owned,Flat,3,27,4.1037,914.41
CUST8391,4,2,110.35,5.80,0.05,15,3,1,F,Rented,Apartment,2,27,8.0037,828.39
CUST8392,13,2,79.45,5.63,4.60,19,9,1,M,Rented,Flat,1,35,4.0779,1245.09
CUST8393,11,6,86.10,2.67,0.87,19,2,3,F,Owned,Apartment,3,26,1.1609,1231.82
CUST8394,11,11,111.50,4.85,2.96,14,10,8,M,Owned,Apartment,5,29,2.5348,771.83
CUST8395,8,1,87.95,11.59,0.74,22,5,7,F,Rented,Apartment,3,32,2.8664,1506.52
CUST8396,6,3,163.15,6.56,1.71,15,6,3,F,Rented,Apartment,1,34,5.5035,836.53
CUST8397,16,9,89.30,5.44,2.40,13,12,7,M,Rented,Apartment,2,30,6.1520,675.25
CUST8398,12,7,79.15,2.72,0.92,18,4,5,M,Rented,Apartment,3,34,2.7541,1092.31
CUST8399,12,1,156.70,5.97,4.40,16,1,4,M,Rented,Apartment,3,29,3.2109,941.82
CUST84,11,10,79.45,4.88,0.91,20,8,8,F,Owned,Flat,1,34,1.1400,1302.35
CUST840,10,8,111.95,7.25,6.85,20,10,3,M,Rented,Apartment,2,33,5.9770,1308.70
CUST8400,12,1,163.95,5.34,4.84,12,7,9,F,Rented,Apartment,2,37,9.1257,659.91
CUST8401,9,3,199.20,5.00,2.86,19,1,6,F,Owned,Apartment,3,35,8.4257,1190.88
CUST8402,6,5,190.40,4.47,2.33,19,6,2,M,Owned,Apartment,3,41,2.6892,1203.45
CUST8403,9,1,236.15,9.57,2.98,15,1,5,F,Owned,Apartment,3,28,2.3073,849.29
CUST8404,8,2,164.70,14.72,4.86,18,3,3,F,Rented,Apartment,4,29,4.6306,1117.58
CUST8405,9,6,172.50,6.80,4.95,24,6,9,M,Rented,Apartment,3,34,4.6979,1795.54
CUST8406,11,9,56.05,7.56,3.07,19,1,7,F,Owned,Apartment,2,33,8.9911,1188.55
